"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.amazon.es/dp/B07JQRWLXM/ref=gw_es_desk_mso_tabl_mst_seemore_q420","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7140","57","5.352","1","","3","3","1.520","2","2","0","0","","","","","e6fe9883ec79edd48a40140f0b0e5ab0","0.051","","","","https://www.amazon.es/dp/B07JQRWLXM/ref=gw_es_desk_mso_tabl_mst_seemore_q420"
"https://www.amazon.es/blackfriday/2?gb_f_GB-SUPPLE=sortOrder:BY_SCORE,enforcedCategories:599391031&gb_ttl_GB-SUPPLE=Ofertas%20en%20Hogar%20y%20Cocina","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Black Friday 2020 | Amazon.es","29","276","Black Friday comienza antes: disfruta de más de un mes de ofertas exclusivas a partir del 26 de octubre. Adelanta tus compras. Disfruta después.","144","925","","0","","0","","0","","0","","0","","","","https://www.amazon.es/blackfriday","","","","","301844","589","1.578","1","","4","4","2.030","69","68","32","31","","","","","d5a9c28eb399bb148e8d8fdf40faf2d3","0.208","","","","https://www.amazon.es/blackfriday/2?gb_f_GB-SUPPLE=sortOrder:BY_SCORE,enforcedCategories:599391031&gb_ttl_GB-SUPPLE=Ofertas%2520en%2520Hogar%2520y%2520Cocina"
"https://www.amazon.es/b/?_encoding=UTF8&ld=AZESGNOSellC&node=2383605031&ref_=nav_cs_sell","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es: Vender en Amazon","27","283","Compra online entre un amplio catálogo de productos en la tienda Vender en Amazon.","82","549","Vender en Amazon, Amazon.es","27","Empieza a vender en Amazon hoy mismo","36","","0","Categorías destacadas","21","","0","","","","https://www.amazon.es/Vende-Tus-Productos-Amazon-Llega-Millones-Clientes/b?ie=UTF8&node=2383605031","","","","","230924","959","2.956","1","","110","109","55.330","67","65","42","40","","","","","339144550c54955e19c5cb50cb50b4c3","0.215","","","","https://www.amazon.es/b/?_encoding=UTF8&ld=AZESGNOSellC&node=2383605031&ref_=nav_cs_sell"
"https://www.amazon.es/hz/contact-us/accessibility","text/html;charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","100","100","50.760","0","0","0","0","","","","","","0.115","","","","https://www.amazon.es/hz/contact-us/accessibility"
"https://www.amazon.es/dp/B07WGJLSS2/ref=gw_es_desk_mso_tabl_ony_q4","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7130","57","5.359","1","","3","3","1.520","2","2","0","0","","","","","a6fbc60e8b21318666f9c4fb279f9a9d","0.054","","","","https://www.amazon.es/dp/B07WGJLSS2/ref=gw_es_desk_mso_tabl_ony_q4"
"https://www.amazon.es/Huawei-Watch-GT2-Smartwatch-Deportivos/dp/B07XH9KHLR?pd_rd_w=snNF8&pf_rd_p=ecdf7012-df4e-4af7-943a-3e5d2bbcc968&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7382","57","5.176","1","","1","1","0.510","2","2","0","0","","","","","813f3585bdc0dcb9336cf9ddddff2e90","0.053","","","","https://www.amazon.es/Huawei-Watch-GT2-Smartwatch-Deportivos/dp/B07XH9KHLR?pd_rd_w=snNF8&pf_rd_p=ecdf7012-df4e-4af7-943a-3e5d2bbcc968&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/cuernos-origami-decoración-navideña-Barcelona/dp/B08J887P5S?pd_rd_w=5LGkj&pf_rd_p=7d54abc6-4c0f-4579-bc40-edd158573c89&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Cabeza de ciervo cuernos metal dorado con gancho e imanes, origami, 3D, decoración de pared, decoración navideña, cabeza navideña, decoración dorada, Barcelona, navidad 2020, regalos: Amazon.es: Handmade","203","1923","Cabeza de ciervo cuernos metal dorado con gancho e imanes, origami, 3D, decoración de pared, decoración navideña, cabeza navideña, decoración dorada, Barcelona, navidad 2020, regalos: Amazon.es: Handmade","203","1375","Cabeza de ciervo cuernos metal dorado con gancho e imanes, origami, 3D, decoración de pared, decoración navideña, cabeza navideña, decoración dorada, Barcelona, navidad 2020, regalos","182","Cabeza de ciervo cuernos metal dorado con gancho e imanes, origami, 3D, decoración de pared, decoración navideña, cabeza navideña, decoración dorada, Barcelona, navidad 2020, regalos","182","","0","Opiniones de clientes","21","","0","","","","https://www.amazon.es/cuernos-origami-decoración-navideña-Barcelona/dp/B08J887P5S","","","","","1040429","1026","0.674","1","","7","2","1.020","96","90","35","34","","","","","75b5fc96669ddab8d77887add76cd69e","0.159","","","","https://www.amazon.es/cuernos-origami-decoraci%C3%B3n-navide%C3%B1a-Barcelona/dp/B08J887P5S?pd_rd_w=5LGkj&pf_rd_p=7d54abc6-4c0f-4579-bc40-edd158573c89&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/s?bbn=22176372031&rh=n%3A22176372031%2Cn%3A3074043031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 195 resultados para AW2020 Ropa : Ropa de abrigo Ordenar por: Destacados Precio: de más bajo a más alto Precio: de más alto a más bajo Valoración media de los clientes Novedades Ordenar por:Destacados Ir","211","El precio y otros detalles pueden variar en función del tamaño y del color","74","Marca Amazon - find. Cotton Utility - Abrigos Hombre","52","Marca Amazon - find. Parka Hombre","33","","","","","","","","","839665","1903","1.400","1","","6","4","2.030","529","388","33","32","","","","","b048b428a3c6d8da00fa082aec6b716d","0.395","","","","https://www.amazon.es/s?bbn=22176372031&rh=n%3A22176372031%2Cn%3A3074043031"
"https://www.amazon.es/b?ie=UTF8&node=5517557031","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Moda Hombre | Amazon.es","23","244","Compras en línea de Hombre de una gran selección en la tienda Moda.","67","454","Hombre, Moda, Amazon.es","23","","0","","0","Comprar por precio","18","Comprar por marca","17","","","","https://www.amazon.es/moda-hombre/b?ie=UTF8&node=5517557031","","","","","288317","650","1.687","1","","4","4","2.030","114","113","32","31","","","","","549749d630ee02dbdc1278ee6f3a5ba7","0.248","","","","https://www.amazon.es/b?ie=UTF8&node=5517557031"
"https://www.amazon.es/Velas-decorativas-marrones-hechas-mano/dp/B07THF6S6C?pd_rd_w=nYOLC&pf_rd_p=14decd95-646d-41a5-9500-1822a811c81c&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7382","57","5.176","1","","1","1","0.510","2","2","0","0","","","","","b4bcff217a9a07081092ab46b3bbc361","0.118","","","","https://www.amazon.es/Velas-decorativas-marrones-hechas-mano/dp/B07THF6S6C?pd_rd_w=nYOLC&pf_rd_p=14decd95-646d-41a5-9500-1822a811c81c&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"http://www.amazon.es/sobreamazon","","307","HSTS Policy","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","109","109","55.330","0","0","0","0","","","","","","","","https://www.amazon.es/sobreamazon","HSTS Redirect","http://www.amazon.es/sobreamazon"
"https://www.amazon.es/blackfriday?gb_f_GB-SUPPLE=sortOrder:BY_SCORE,enforcedCategories:667049031&gb_ttl_GB-SUPPLE=Ofertas%20en%20Informática%20y%20Accesorios","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Black Friday 2020 | Amazon.es","29","276","Black Friday comienza antes: disfruta de más de un mes de ofertas exclusivas a partir del 26 de octubre. Adelanta tus compras. Disfruta después.","144","925","","0","","0","","0","","0","","0","","","","https://www.amazon.es/blackfriday","","","","","376782","592","1.331","1","","4","4","2.030","68","67","33","32","","","","","d70d4204ba7cfb194615ca674f85b514","0.157","","","","https://www.amazon.es/blackfriday?gb_f_GB-SUPPLE=sortOrder:BY_SCORE,enforcedCategories:667049031&gb_ttl_GB-SUPPLE=Ofertas%2520en%2520Inform%C3%A1tica%2520y%2520Accesorios"
"https://www.amazon.es/Foppapedretti-Appendialbero-Perchero-pared-diseño/dp/B0089IUK6Y?pd_rd_w=9ZyRv&pf_rd_p=aa5c71c1-ec78-4a31-b740-ed73e7240204&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Foppapedretti Appendialbero Perchero de Pared, Natural: Amazon.es: Hogar","72","684","Foppapedretti Appendialbero Perchero de Pared, Natural: Amazon.es: Hogar","72","489","Foppapedretti Appendialbero Perchero de Pared, Natural,Foppapedretti,9900407203,9900407203","90","Añadiendo al carrito...","23","Añadido a la cesta","18","El producto está en la cesta","28","Quieres más productos? Descubre las marcas de Amazon","52","","","","https://www.amazon.es/Foppapedretti-Appendialbero-Perchero-pared-diseño/dp/B0089IUK6Y","","","","","1539212","3388","1.374","1","","36","2","1.020","326","180","35","34","","","","","3b593ca63e4554f638e38b86e474151a","0.124","","","","https://www.amazon.es/Foppapedretti-Appendialbero-Perchero-pared-dise%C3%B1o/dp/B0089IUK6Y?pd_rd_w=9ZyRv&pf_rd_p=aa5c71c1-ec78-4a31-b740-ed73e7240204&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/DeLonghi-Magnifica-ECAM-22-110-B-superautomática/dp/B00400OMU0?pd_rd_w=snNF8&pf_rd_p=ecdf7012-df4e-4af7-943a-3e5d2bbcc968&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7417","57","5.152","1","","1","1","0.510","2","2","0","0","","","","","c83628e61832f4d0c880336ef49de39b","0.113","","","","https://www.amazon.es/DeLonghi-Magnifica-ECAM-22-110-B-superautom%C3%A1tica/dp/B00400OMU0?pd_rd_w=snNF8&pf_rd_p=ecdf7012-df4e-4af7-943a-3e5d2bbcc968&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/Puma-Quarter-Calcetín-Unisex-Adulto/dp/B073D9VMTQ?pd_rd_w=X5TGg&pf_rd_p=48481e87-4e46-4fe0-9d03-4714afe44108&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7394","57","5.168","1","","1","1","0.510","2","2","0","0","","","","","e5cc8bdcebfdb6441ea59fa3960025fc","0.103","","","","https://www.amazon.es/Puma-Quarter-Calcet%C3%ADn-Unisex-Adulto/dp/B073D9VMTQ?pd_rd_w=X5TGg&pf_rd_p=48481e87-4e46-4fe0-9d03-4714afe44108&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/gp/BIT/ref=footer_bit_v2_e0005?bitCampaignCode=e0005","text/html; charset=UTF-8","302","MovedTemporarily","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","109","109","55.330","0","0","0","0","","","","","","0.263","","https://www.amazon.es/aa/259-6590145-3556432?_encoding=UTF8&bitCampaignCode=e0005&ref_=footer_bit_v2_e0005","HTTP Redirect","https://www.amazon.es/gp/BIT/ref=footer_bit_v2_e0005?bitCampaignCode=e0005"
"https://www.amazon.es/informatica/b/?ie=UTF8&node=667049031&ref_=nav_cs_pc","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Informática | Amazon.es","23","217","Compra online entre un amplio catálogo de productos en la tienda Informática.","77","498","Informática, Amazon.es","22","Informática","11","","0","Categorías destacadas en Informática","36","","0","","","","https://www.amazon.es/informatica/b?ie=UTF8&node=667049031","","","","","615059","1349","1.483","1","","110","109","55.330","222","220","32","31","","","","","2198580e6db45c008775fe3d2c7cd232","0.193","","","","https://www.amazon.es/informatica/b/?ie=UTF8&node=667049031&ref_=nav_cs_pc"
"https://www.amazon.es/prime?ref_=nav_cs_primelink_nonmember","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","274","0","0.000","1","","71","71","36.040","0","0","0","0","","","","","","0.055","","https://www.amazon.es/gp/prime?ref_=nav_cs_primelink_nonmember","HTTP Redirect","https://www.amazon.es/prime?ref_=nav_cs_primelink_nonmember"
"https://www.amazon.es/Reloj-Casio-para-Hombre-GA-100B-4AER/dp/B005FEY8YK?pd_rd_w=dspza&pf_rd_p=d8c5a901-4ad7-4273-b837-806cda1741da&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7390","57","5.171","1","","1","1","0.510","2","2","0","0","","","","","6396c292879a73dea58cdba9a3170d6e","0.057","","","","https://www.amazon.es/Reloj-Casio-para-Hombre-GA-100B-4AER/dp/B005FEY8YK?pd_rd_w=dspza&pf_rd_p=d8c5a901-4ad7-4273-b837-806cda1741da&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/stores/node/1698442031/?field-lbr_brands_browse-bin=AmazonBasics&ref_=nav_cs_amazonbasics","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es: AmazonBasics: AmazonBasics","37","386","AmazonBasics ofrece artículos de uso diario como cables HDMI, baterías y cables audio para equipar sus aparatos electrónicos, así como artículos de uso doméstico como sábanas, toallas de baño y juegos de cuchillos, todo a un precio asequible.","242","1568","","0","AmazonBasics","12","","0","","0","","0","","","","https://www.amazon.es/stores/AmazonBasics/AmazonBasics/page/9A938D7A-DE82-426E-A8E6-CF16CA1EFFCA","","","","","277441","586","1.840","1","","110","109","55.330","129","89","33","32","","","","","92adf7a56b07ed75ffeba09583a7d778","0.209","","","","https://www.amazon.es/stores/node/1698442031/?field-lbr_brands_browse-bin=AmazonBasics&ref_=nav_cs_amazonbasics"
"https://www.amazon.es/MaJe-ceramista-esmaltado-porcelana-navidad/dp/B07Y8P6SFZ?pd_rd_w=nYOLC&pf_rd_p=14decd95-646d-41a5-9500-1822a811c81c&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","MaJe ceramista juego café esmaltado porcelana pintada a mano acebo navidad.: Amazon.es: Handmade","96","937","MaJe ceramista juego café esmaltado porcelana pintada a mano acebo navidad.: Amazon.es: Handmade","96","669","MaJe ceramista juego café esmaltado porcelana pintada a mano acebo navidad.","75","MaJe ceramista juego café esmaltado porcelana pintada a mano acebo navidad.","75","","0","Opiniones de clientes","21","","0","","","","https://www.amazon.es/MaJe-ceramista-esmaltado-porcelana-navidad/dp/B07Y8P6SFZ","","","","","1021173","849","0.584","1","","7","2","1.020","94","88","35","34","","","","","527281500003dcf21d9b0b8fd2ac3f2b","0.164","","","","https://www.amazon.es/MaJe-ceramista-esmaltado-porcelana-navidad/dp/B07Y8P6SFZ?pd_rd_w=nYOLC&pf_rd_p=14decd95-646d-41a5-9500-1822a811c81c&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/s?bbn=22176372031&rh=n%3A22176372031%2Cn%3A3074041031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 166 resultados para AW2020 Ropa : Pantalones Ordenar por: Destacados Precio: de más bajo a más alto Precio: de más alto a más bajo Valoración media de los clientes Novedades Ordenar por:Destacados Ir","207","El precio y otros detalles pueden variar en función del tamaño y del color","74","Cotton Slim Fit Chino Trousers Hombre","37","Pantalones Hombre","17","","","","","","","","","827938","1902","1.448","1","","6","4","2.030","508","378","32","31","","","","","4a43953b99636595eb99999700449679","0.315","","","","https://www.amazon.es/s?bbn=22176372031&rh=n%3A22176372031%2Cn%3A3074041031"
"https://www.amazon.es/Maceta-pequeña-cemento-y-cobre/dp/B08LHHN4GV?pd_rd_w=5LGkj&pf_rd_p=7d54abc6-4c0f-4579-bc40-edd158573c89&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7389","57","5.171","1","","1","1","0.510","2","2","0","0","","","","","c056d83ab8d4544a3092c92d2d651589","0.107","","","","https://www.amazon.es/Maceta-peque%C3%B1a-cemento-y-cobre/dp/B08LHHN4GV?pd_rd_w=5LGkj&pf_rd_p=7d54abc6-4c0f-4579-bc40-edd158573c89&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/s?i=shoes&bbn=17516456031&rh=n%3A1571262031%2Cn%3A2008023031%2Cn%3A2008205031%2Cn%3A17516456031%2Cn%3A2008267031%2Cp_n_specials_match%3A21622373031","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7296","57","5.237","1","","3","3","1.520","2","2","0","0","","","","","5bf74ff372e8bcd714bd88eace6b0f6b","0.056","","","","https://www.amazon.es/s?i=shoes&bbn=17516456031&rh=n%3A1571262031%2Cn%3A2008023031%2Cn%3A2008205031%2Cn%3A17516456031%2Cn%3A2008267031%2Cp_n_specials_match%3A21622373031"
